,class
38616,1
38617,2
38618,1
38619,3
38620,3
38621,1
38622,3
38623,3
38624,1
38625,1
38626,1
38627,1
38628,1
38629,2
38630,3
38631,1
38632,1
38633,1
38634,1
38635,1
38636,1
38637,1
38638,1
38639,1
38640,1
38641,2
38642,1
38643,1
38644,3
38645,1
38646,1
38647,1
38648,1
38649,1
38650,1
38651,2
38652,1
38653,1
38654,1
38655,1
38656,1
38657,3
38658,1
38659,3
38660,1
38661,1
38662,1
38663,1
38664,1
38665,1
38666,1
38667,1
38668,1
38669,1
38670,1
38671,1
38672,3
38673,1
38674,1
38675,1
38676,2
38677,3
38678,1
38679,1
38680,1
38681,1
38682,1
38683,1
38684,2
38685,1
38686,1
38687,1
38688,2
38689,2
38690,3
38691,1
38692,1
38693,1
38694,1
38695,1
38696,3
38697,1
38698,1
38699,1
38700,1
38701,2
38702,3
38703,1
38704,1
38705,1
38706,1
38707,1
38708,1
38709,1
38710,1
38711,2
38712,2
38713,1
38714,1
38715,1
38716,1
38717,1
38718,1
38719,1
38720,1
38721,1
38722,3
38723,2
38724,2
38725,1
38726,2
38727,1
38728,2
38729,1
38730,1
38731,2
38732,1
38733,1
38734,1
38735,2
38736,1
38737,1
38738,1
38739,1
38740,1
38741,1
38742,1
38743,1
38744,1
38745,1
38746,1
38747,3
38748,2
38749,2
38750,3
38751,1
38752,1
38753,1
38754,3
38755,3
38756,2
38757,2
38758,2
38759,3
38760,3
38761,1
38762,1
38763,1
38764,1
38765,3
38766,3
38767,1
38768,1
38769,1
38770,3
38771,1
38772,2
38773,1
38774,1
38775,1
38776,1
38777,1
38778,1
38779,1
38780,3
38781,1
38782,1
38783,3
38784,1
38785,1
38786,1
38787,2
38788,1
38789,1
38790,1
38791,1
38792,1
38793,1
38794,1
38795,1
38796,1
38797,1
38798,1
38799,1
38800,1
38801,1
38802,1
38803,1
38804,1
38805,1
38806,1
38807,1
38808,1
38809,1
38810,1
38811,3
38812,1
38813,1
38814,1
38815,1
38816,1
38817,1
38818,1
38819,1
38820,1
38821,1
38822,1
38823,2
38824,1
38825,1
38826,3
38827,1
38828,1
38829,1
38830,1
38831,1
38832,1
38833,3
38834,1
38835,1
38836,1
38837,3
38838,1
38839,1
38840,1
38841,1
38842,1
38843,1
38844,1
38845,1
38846,3
38847,2
38848,2
38849,3
38850,3
38851,1
38852,1
38853,1
38854,3
38855,1
38856,1
38857,1
38858,1
38859,1
38860,3
38861,2
38862,1
38863,1
38864,1
38865,1
38866,1
38867,1
38868,1
38869,2
38870,2
38871,1
38872,1
38873,1
38874,1
38875,2
38876,1
38877,1
38878,1
38879,1
38880,1
38881,1
38882,1
38883,1
38884,1
38885,3
38886,1
38887,1
38888,1
38889,1
38890,1
38891,1
38892,1
38893,1
38894,2
38895,1
38896,1
38897,1
38898,1
38899,1
38900,1
38901,1
38902,2
38903,3
38904,3
38905,2
38906,1
38907,1
38908,3
38909,1
38910,1
38911,1
38912,1
38913,1
38914,1
38915,1
38916,1
38917,1
38918,1
38919,3
38920,1
38921,1
38922,1
38923,1
38924,1
38925,1
38926,3
38927,2
38928,2
38929,1
38930,3
38931,1
38932,1
38933,1
38934,1
38935,2
38936,3
38937,1
38938,3
38939,1
38940,1
38941,1
38942,1
38943,3
38944,3
38945,1
38946,1
38947,1
38948,1
38949,1
38950,1
38951,1
38952,3
38953,1
38954,3
38955,1
38956,3
38957,1
38958,3
38959,1
38960,1
38961,1
38962,2
38963,1
38964,1
38965,1
38966,1
38967,2
38968,3
38969,1
38970,2
38971,2
38972,2
38973,1
38974,1
38975,1
38976,1
38977,1
38978,3
38979,1
38980,1
38981,1
38982,1
38983,1
38984,2
38985,2
38986,1
38987,1
38988,1
38989,1
38990,1
38991,3
38992,1
38993,1
38994,1
38995,1
38996,1
38997,1
38998,2
38999,1
39000,1
39001,1
39002,3
39003,2
39004,2
39005,3
39006,1
39007,3
39008,1
39009,1
39010,1
39011,3
39012,3
39013,1
39014,1
39015,1
39016,1
39017,1
39018,3
39019,1
39020,1
39021,1
39022,3
39023,1
39024,1
39025,1
39026,1
39027,1
39028,1
39029,1
39030,1
39031,1
39032,1
39033,1
39034,1
39035,3
39036,3
39037,2
39038,2
39039,3
39040,1
39041,1
39042,1
39043,3
39044,1
39045,1
39046,1
39047,3
39048,1
39049,1
39050,1
39051,1
39052,3
39053,3
39054,2
39055,1
39056,1
39057,1
39058,1
39059,2
39060,1
39061,2
39062,1
39063,1
39064,1
39065,1
39066,1
39067,1
39068,1
39069,1
39070,1
39071,1
39072,2
39073,3
39074,1
39075,1
39076,1
39077,1
39078,1
39079,1
39080,1
39081,1
39082,3
39083,1
39084,1
39085,1
39086,1
39087,1
39088,1
39089,2
39090,1
39091,1
39092,1
39093,1
39094,1
39095,1
39096,1
39097,1
39098,1
39099,1
39100,3
39101,2
39102,3
39103,1
39104,1
39105,1
39106,3
39107,2
39108,1
39109,1
39110,1
39111,1
39112,3
39113,3
39114,1
39115,3
39116,1
39117,1
39118,3
39119,1
39120,1
39121,1
39122,1
39123,1
39124,3
39125,1
39126,1
39127,1
39128,1
39129,2
39130,1
39131,1
39132,2
39133,1
39134,1
39135,1
39136,1
39137,1
39138,1
39139,2
39140,2
39141,3
39142,2
39143,1
39144,1
39145,1
39146,2
39147,1
39148,1
39149,1
39150,3
39151,1
39152,1
39153,1
39154,1
39155,1
39156,1
39157,1
39158,3
39159,1
39160,1
39161,1
39162,1
39163,1
39164,3
39165,2
39166,3
39167,3
39168,3
39169,1
39170,3
39171,3
39172,3
39173,1
39174,1
39175,1
39176,3
39177,1
39178,1
39179,1
39180,1
39181,1
39182,3
39183,1
39184,2
39185,1
39186,1
39187,3
39188,3
39189,1
39190,3
39191,1
39192,2
39193,1
39194,1
39195,1
39196,3
39197,1
39198,1
39199,1
39200,3
39201,3
39202,1
39203,1
39204,1
39205,1
39206,1
39207,1
39208,1
39209,1
39210,3
39211,3
39212,3
39213,3
39214,2
39215,2
39216,2
39217,2
39218,1
39219,1
39220,1
39221,3
39222,1
39223,3
39224,1
39225,1
39226,1
39227,1
39228,1
39229,1
39230,2
39231,1
39232,1
39233,1
39234,1
39235,1
39236,2
39237,3
39238,3
39239,1
39240,1
39241,1
39242,1
39243,1
39244,1
39245,1
39246,3
39247,1
39248,1
39249,2
39250,1
39251,1
39252,1
39253,1
39254,1
39255,1
39256,1
39257,1
39258,1
39259,1
39260,1
39261,1
39262,1
39263,1
39264,1
39265,1
39266,1
39267,1
39268,1
39269,1
39270,3
39271,3
39272,2
39273,1
39274,1
39275,1
39276,1
39277,3
39278,1
39279,2
39280,1
39281,1
39282,1
39283,1
39284,1
39285,1
39286,1
39287,1
39288,1
39289,1
39290,1
39291,1
39292,1
39293,1
39294,1
39295,2
39296,1
39297,1
39298,1
39299,1
39300,3
39301,1
39302,3
39303,1
39304,1
39305,1
39306,1
39307,1
39308,1
39309,1
39310,1
39311,1
39312,1
39313,1
39314,1
39315,2
39316,1
39317,1
39318,1
39319,1
39320,1
39321,1
39322,3
39323,1
39324,1
39325,1
39326,1
39327,1
39328,1
39329,1
39330,2
39331,1
39332,3
39333,3
39334,1
39335,3
39336,3
39337,2
39338,2
39339,2
39340,1
39341,1
39342,1
39343,1
39344,1
39345,1
39346,1
39347,1
39348,2
39349,1
39350,1
39351,1
39352,2
39353,3
39354,1
39355,1
39356,2
39357,1
39358,1
39359,1
39360,1
39361,1
39362,1
39363,1
39364,1
39365,1
39366,1
39367,1
39368,1
39369,1
39370,2
39371,3
39372,1
39373,1
39374,1
39375,1
39376,1
39377,3
39378,1
39379,1
39380,1
39381,1
39382,1
39383,1
39384,1
39385,3
39386,2
39387,2
39388,1
39389,1
39390,1
39391,1
39392,1
39393,1
39394,2
39395,2
39396,1
39397,3
39398,1
39399,1
39400,3
39401,1
39402,1
39403,3
39404,3
39405,1
39406,1
39407,1
39408,1
39409,1
39410,1
39411,1
39412,1
39413,1
39414,1
39415,1
39416,1
39417,1
39418,1
39419,1
39420,1
39421,1
39422,3
39423,1
39424,1
39425,3
39426,3
39427,1
39428,2
39429,1
39430,1
39431,1
39432,1
39433,1
39434,1
39435,1
39436,1
39437,1
39438,1
39439,1
39440,3
39441,1
39442,2
39443,3
39444,1
39445,3
39446,2
39447,2
39448,1
39449,1
39450,1
39451,1
39452,1
39453,1
39454,1
39455,3
39456,1
39457,1
39458,1
39459,1
39460,1
39461,1
39462,1
39463,1
39464,1
39465,1
39466,2
39467,3
39468,1
39469,1
39470,1
39471,1
39472,1
39473,1
39474,2
39475,1
39476,1
39477,2
39478,3
39479,1
39480,1
39481,2
39482,1
39483,1
39484,1
39485,1
39486,2
39487,2
39488,1
39489,1
39490,2
39491,3
39492,1
39493,1
39494,1
39495,3
39496,1
39497,1
39498,1
39499,2
39500,3
39501,1
39502,1
39503,1
39504,2
39505,1
39506,1
39507,1
39508,1
39509,1
39510,1
39511,1
39512,2
39513,3
39514,1
39515,1
39516,2
39517,3
39518,1
39519,1
39520,2
39521,3
39522,2
39523,3
39524,1
39525,1
39526,1
39527,1
39528,1
39529,1
39530,1
39531,1
39532,1
39533,1
39534,1
39535,1
39536,1
39537,1
39538,1
39539,1
39540,1
39541,1
39542,1
39543,1
39544,1
39545,1
39546,1
39547,1
39548,1
39549,1
39550,1
39551,1
39552,1
39553,1
39554,3
39555,1
39556,1
39557,1
39558,1
39559,3
39560,1
39561,3
39562,3
39563,3
39564,3
39565,1
39566,1
39567,3
39568,3
39569,1
39570,1
39571,1
39572,3
39573,1
39574,1
39575,1
39576,1
39577,1
39578,2
39579,1
39580,3
39581,2
39582,3
39583,1
39584,3
39585,1
39586,3
39587,1
39588,1
39589,1
39590,3
39591,1
39592,3
39593,1
39594,1
39595,1
39596,3
39597,3
39598,2
39599,1
39600,1
39601,1
39602,2
39603,1
39604,1
39605,1
39606,1
39607,1
39608,1
39609,1
39610,1
39611,1
39612,1
39613,2
39614,1
39615,1
39616,1
39617,1
39618,1
39619,1
39620,3
39621,1
39622,1
39623,1
39624,1
39625,3
39626,1
39627,1
39628,3
39629,2
39630,2
39631,1
39632,2
39633,1
39634,1
39635,2
39636,1
39637,1
39638,1
39639,1
39640,1
39641,1
39642,1
39643,2
39644,1
39645,1
39646,1
39647,1
39648,1
39649,2
39650,2
39651,1
39652,1
39653,1
39654,1
39655,3
39656,1
39657,1
39658,1
39659,2
39660,1
39661,1
39662,1
39663,1
39664,1
39665,1
39666,3
39667,1
39668,1
39669,1
39670,1
39671,3
39672,1
39673,2
39674,1
39675,1
39676,1
39677,2
39678,1
39679,1
39680,1
39681,2
39682,2
39683,1
39684,1
39685,1
39686,1
39687,2
39688,1
39689,2
39690,1
39691,1
39692,2
39693,1
39694,2
39695,2
39696,2
39697,2
39698,3
39699,2
39700,3
39701,3
39702,3
39703,3
39704,3
39705,1
39706,1
39707,1
39708,1
39709,1
39710,1
39711,1
39712,1
39713,1
39714,1
39715,1
39716,3
39717,1
39718,1
39719,3
39720,3
39721,3
39722,2
39723,2
39724,1
39725,1
39726,1
39727,1
39728,3
39729,1
39730,1
39731,1
39732,3
39733,2
39734,1
39735,1
39736,2
39737,1
39738,3
39739,1
39740,1
39741,2
39742,2
39743,3
39744,2
39745,1
39746,2
39747,2
39748,3
39749,1
39750,1
39751,1
39752,1
39753,1
39754,1
39755,1
39756,1
39757,1
39758,1
39759,1
39760,1
39761,1
39762,1
39763,3
39764,1
39765,1
39766,1
39767,3
39768,1
39769,1
39770,1
39771,2
39772,1
39773,1
39774,1
39775,1
39776,1
39777,2
39778,1
39779,2
39780,1
39781,1
39782,1
39783,3
39784,1
39785,1
39786,1
39787,2
39788,3
39789,1
39790,1
39791,1
39792,3
39793,3
39794,3
39795,3
39796,2
39797,1
39798,1
39799,3
39800,3
39801,1
39802,1
39803,1
39804,1
39805,1
39806,1
39807,1
39808,2
39809,2
39810,1
39811,1
39812,3
39813,1
39814,1
39815,1
39816,1
39817,1
39818,1
39819,1
39820,1
39821,1
39822,1
39823,1
39824,1
39825,1
39826,1
39827,3
39828,1
39829,1
39830,1
39831,2
39832,1
39833,2
39834,3
39835,3
39836,2
39837,2
39838,2
39839,1
39840,1
39841,2
39842,1
39843,1
39844,2
39845,3
39846,2
39847,1
39848,3
39849,3
39850,1
39851,1
39852,1
39853,1
39854,1
39855,1
39856,1
39857,3
39858,1
39859,1
39860,1
39861,3
39862,2
39863,1
39864,2
39865,1
39866,1
39867,1
39868,2
39869,1
39870,1
39871,2
39872,2
39873,2
39874,2
39875,2
39876,1
39877,1
39878,3
39879,1
39880,1
39881,1
39882,3
39883,3
39884,3
39885,1
39886,1
39887,1
39888,1
39889,1
39890,3
39891,3
39892,1
39893,1
39894,1
39895,1
39896,3
39897,2
39898,1
39899,1
39900,1
39901,1
39902,3
39903,1
39904,1
39905,1
39906,1
39907,1
39908,1
39909,1
39910,2
39911,1
39912,1
39913,1
39914,1
39915,1
39916,1
39917,1
39918,1
39919,3
39920,1
39921,1
39922,1
39923,2
39924,3
39925,1
39926,1
39927,1
39928,1
39929,1
39930,1
39931,1
39932,3
39933,1
39934,1
39935,1
39936,3
39937,1
39938,1
39939,1
39940,1
39941,2
39942,2
39943,1
39944,3
39945,3
39946,1
39947,1
39948,1
39949,1
39950,1
39951,1
39952,1
39953,1
39954,3
39955,1
39956,1
39957,1
39958,1
39959,1
39960,1
39961,1
39962,1
39963,3
39964,1
39965,1
39966,1
39967,1
39968,1
39969,1
39970,1
39971,1
39972,1
39973,1
39974,2
39975,1
39976,3
39977,1
39978,1
39979,1
39980,1
39981,2
39982,2
39983,1
39984,3
39985,1
39986,1
39987,2
39988,3
39989,1
39990,3
39991,1
39992,1
39993,1
39994,1
39995,1
39996,1
39997,1
39998,1
39999,3
40000,1
40001,1
40002,2
40003,1
40004,1
40005,2
40006,2
40007,1
40008,1
40009,1
40010,2
40011,1
40012,2
40013,3
40014,3
40015,2
40016,1
40017,2
40018,1
40019,1
40020,1
40021,1
40022,1
40023,1
40024,3
40025,3
40026,3
40027,2
40028,3
40029,1
40030,2
40031,2
40032,3
40033,2
40034,3
40035,1
40036,1
40037,1
40038,1
40039,3
40040,3
40041,2
40042,2
40043,3
40044,1
40045,2
40046,1
40047,1
40048,1
40049,1
40050,1
40051,1
40052,1
40053,1
40054,2
40055,1
40056,1
40057,1
40058,1
40059,1
40060,1
40061,2
40062,1
40063,1
40064,1
40065,1
40066,3
40067,1
40068,1
40069,2
40070,1
40071,1
40072,1
40073,1
40074,1
40075,1
40076,1
40077,1
40078,1
40079,1
40080,1
40081,1
40082,2
40083,1
40084,2
40085,1
40086,1
40087,3
40088,3
40089,1
40090,3
40091,1
40092,3
40093,3
40094,1
40095,1
40096,2
40097,1
40098,2
40099,1
40100,3
40101,2
40102,1
40103,1
40104,1
40105,1
40106,1
40107,1
40108,1
40109,1
40110,1
40111,3
40112,1
40113,1
40114,1
40115,1
40116,2
40117,2
40118,1
40119,1
40120,1
40121,1
40122,1
40123,1
40124,1
40125,1
40126,1
40127,1
40128,3
40129,3
40130,1
40131,1
40132,1
40133,1
40134,1
40135,1
40136,1
40137,2
40138,1
40139,1
40140,1
40141,1
40142,1
40143,1
40144,1
40145,3
40146,1
40147,1
40148,1
40149,3
40150,3
40151,1
40152,3
40153,2
40154,1
40155,1
40156,2
40157,1
40158,1
40159,1
40160,3
40161,1
40162,2
40163,1
40164,1
40165,1
40166,1
40167,1
40168,2
40169,1
40170,3
40171,1
40172,1
40173,2
40174,1
40175,2
40176,2
40177,1
40178,1
40179,1
40180,1
40181,3
40182,1
40183,1
40184,1
40185,3
40186,1
40187,3
40188,1
40189,2
40190,1
40191,1
40192,1
40193,1
40194,1
40195,1
40196,1
40197,1
40198,2
40199,1
40200,1
40201,1
40202,3
40203,2
40204,1
40205,1
40206,1
40207,1
40208,1
40209,1
40210,3
40211,3
40212,1
40213,1
40214,1
40215,1
40216,1
40217,1
40218,1
40219,1
40220,1
40221,3
40222,3
40223,3
40224,1
40225,2
40226,3
40227,3
40228,2
40229,3
40230,2
40231,1
40232,1
40233,1
40234,1
40235,1
40236,1
40237,1
40238,1
40239,1
40240,1
40241,1
40242,1
40243,1
40244,1
40245,1
40246,1
40247,1
40248,1
40249,1
40250,1
40251,1
40252,1
40253,1
40254,1
40255,1
40256,1
40257,1
40258,1
40259,1
40260,1
40261,1
40262,1
40263,3
40264,1
40265,1
40266,1
40267,1
40268,2
40269,1
40270,3
40271,1
40272,3
40273,2
40274,1
40275,2
40276,2
40277,1
40278,1
40279,2
40280,2
40281,1
40282,1
40283,1
40284,2
40285,1
40286,1
40287,1
40288,3
40289,1
40290,1
40291,3
40292,3
40293,1
40294,1
40295,1
40296,1
40297,1
40298,3
40299,3
40300,1
40301,1
40302,1
40303,1
40304,2
40305,1
40306,1
40307,1
40308,1
40309,1
40310,3
40311,3
40312,1
40313,1
40314,1
40315,1
40316,2
40317,3
40318,1
40319,1
40320,1
40321,3
40322,3
40323,3
40324,1
40325,1
40326,1
40327,2
40328,2
40329,1
40330,3
40331,1
40332,3
40333,3
40334,1
40335,1
40336,1
40337,1
40338,1
40339,1
40340,2
40341,1
40342,1
40343,1
40344,2
40345,1
40346,1
40347,3
40348,1
40349,1
40350,1
40351,1
40352,1
40353,1
40354,1
40355,1
40356,1
40357,2
40358,1
40359,1
40360,1
40361,1
40362,1
40363,1
40364,2
40365,3
40366,1
40367,3
40368,2
40369,1
40370,1
40371,2
40372,3
40373,1
40374,3
40375,3
40376,1
40377,2
40378,1
40379,1
40380,1
40381,1
40382,1
40383,1
40384,3
40385,3
40386,2
40387,2
40388,1
40389,1
40390,1
40391,3
40392,1
40393,1
40394,1
40395,1
40396,1
40397,1
40398,1
40399,1
40400,3
40401,1
40402,1
40403,2
40404,2
40405,1
40406,1
40407,3
40408,1
40409,1
40410,1
40411,2
40412,1
40413,1
40414,1
40415,1
40416,3
40417,1
40418,1
40419,3
40420,1
40421,3
40422,3
40423,2
40424,1
40425,1
40426,1
40427,1
40428,1
40429,1
40430,1
40431,1
40432,1
40433,1
40434,1
40435,3
40436,3
40437,1
40438,1
40439,1
40440,1
40441,1
40442,1
40443,3
40444,1
40445,1
40446,1
40447,3
40448,2
40449,3
40450,2
40451,1
40452,1
40453,1
40454,1
40455,1
40456,1
40457,3
40458,2
40459,2
40460,3
40461,1
40462,1
40463,1
40464,1
40465,1
40466,1
40467,1
40468,3
40469,3
40470,1
40471,1
40472,2
40473,2
40474,3
40475,1
40476,1
40477,1
40478,1
40479,1
40480,1
40481,1
40482,3
40483,3
40484,3
40485,3
40486,1
40487,1
40488,2
40489,2
40490,1
40491,1
40492,1
40493,1
40494,2
40495,3
40496,3
40497,3
40498,3
40499,1
40500,1
40501,1
40502,1
40503,1
40504,1
40505,3
40506,3
40507,3
40508,2
40509,2
40510,1
40511,3
40512,2
40513,3
40514,3
40515,1
40516,1
40517,1
40518,1
40519,1
40520,1
40521,3
40522,1
40523,3
40524,2
40525,3
40526,2
40527,1
40528,1
40529,1
40530,1
40531,1
40532,1
40533,1
40534,1
40535,1
40536,1
40537,1
40538,1
40539,1
40540,1
40541,1
40542,1
40543,1
40544,1
40545,1
40546,1
40547,2
40548,3
40549,1
40550,1
40551,1
40552,3
40553,2
40554,1
40555,1
40556,1
40557,1
40558,1
40559,1
40560,1
40561,2
40562,2
40563,1
40564,1
40565,1
40566,1
40567,3
40568,3
40569,1
40570,3
40571,3
40572,1
40573,1
40574,1
40575,1
40576,2
40577,1
40578,1
40579,3
40580,1
40581,1
40582,1
40583,3
40584,2
40585,1
40586,2
40587,1
40588,1
40589,1
40590,1
40591,3
40592,1
40593,2
40594,1
40595,1
40596,3
40597,1
40598,1
40599,1
40600,2
40601,1
40602,1
40603,1
40604,1
40605,2
40606,2
40607,2
40608,1
40609,1
40610,1
40611,1
40612,1
40613,1
40614,2
40615,1
40616,1
40617,3
40618,3
40619,1
40620,2
40621,1
40622,1
40623,3
40624,3
40625,1
40626,2
40627,1
40628,1
40629,1
40630,3
40631,2
40632,2
40633,3
40634,1
40635,1
40636,1
40637,1
40638,1
40639,1
40640,2
40641,2
40642,1
40643,2
40644,3
40645,1
40646,1
40647,1
40648,1
40649,1
40650,1
40651,1
40652,1
40653,1
40654,1
40655,1
40656,1
40657,1
40658,1
40659,1
40660,1
40661,3
40662,3
40663,1
40664,1
40665,1
40666,1
40667,3
40668,2
40669,2
40670,3
40671,1
40672,2
40673,3
40674,2
40675,1
40676,2
40677,3
40678,1
40679,1
40680,1
40681,1
40682,1
40683,1
40684,1
40685,1
40686,3
40687,1
40688,3
40689,3
40690,1
40691,1
40692,1
40693,2
40694,1
40695,1
40696,1
40697,3
40698,2
40699,1
40700,1
40701,1
40702,1
40703,1
40704,1
40705,1
40706,3
40707,3
40708,1
40709,1
40710,1
40711,2
40712,2
40713,2
40714,1
40715,1
40716,2
40717,2
40718,1
40719,1
40720,2
40721,1
40722,1
40723,1
40724,1
40725,3
40726,3
40727,1
40728,1
40729,1
40730,1
40731,1
40732,2
40733,1
40734,1
40735,2
40736,1
40737,3
40738,3
40739,1
40740,3
40741,3
40742,1
40743,3
40744,3
40745,3
40746,2
40747,1
40748,1
40749,3
40750,2
40751,2
40752,1
40753,1
40754,3
40755,1
40756,1
40757,1
40758,2
40759,3
40760,3
40761,3
40762,2
40763,1
40764,1
40765,1
40766,1
40767,1
40768,2
40769,3
40770,1
40771,1
40772,1
40773,1
40774,1
40775,1
40776,1
40777,1
40778,3
40779,2
40780,1
40781,3
40782,1
40783,1
40784,1
40785,1
40786,1
40787,1
40788,1
40789,3
40790,1
40791,1
40792,2
40793,1
40794,1
40795,2
40796,1
40797,1
40798,1
40799,1
40800,1
40801,1
40802,2
40803,1
40804,1
40805,1
40806,1
40807,2
40808,1
40809,3
40810,1
40811,1
40812,1
40813,2
40814,3
40815,1
40816,1
40817,2
40818,3
40819,2
40820,3
40821,1
40822,1
40823,2
40824,3
40825,3
40826,1
40827,1
40828,1
40829,1
40830,1
40831,1
40832,1
40833,1
40834,1
40835,1
40836,1
40837,1
40838,1
40839,1
40840,1
40841,3
40842,1
40843,1
40844,3
40845,1
40846,1
40847,1
40848,1
40849,1
40850,3
40851,3
40852,2
40853,2
40854,2
40855,1
40856,1
40857,1
40858,2
40859,2
40860,2
40861,2
40862,2
40863,1
40864,1
40865,1
40866,3
40867,1
40868,1
40869,1
40870,1
40871,1
40872,3
40873,1
40874,3
40875,1
40876,1
40877,1
40878,3
40879,1
40880,1
40881,1
40882,1
40883,1
40884,1
40885,3
40886,1
40887,1
40888,1
40889,1
40890,1
40891,1
40892,1
40893,1
40894,3
40895,3
40896,1
40897,1
40898,2
40899,2
40900,1
40901,2
40902,1
40903,1
40904,1
40905,1
40906,1
40907,1
40908,1
40909,1
40910,2
40911,3
40912,3
40913,3
40914,1
40915,1
40916,1
40917,1
40918,3
40919,3
40920,2
40921,1
40922,3
40923,1
40924,2
40925,2
40926,2
40927,1
40928,2
40929,1
40930,1
40931,3
40932,1
40933,2
40934,1
40935,3
40936,1
40937,3
40938,3
40939,1
40940,3
40941,2
40942,1
40943,1
40944,1
40945,2
40946,3
40947,3
40948,1
40949,3
40950,1
40951,1
40952,1
40953,2
40954,3
40955,3
40956,2
40957,3
40958,2
40959,3
40960,1
40961,3
40962,2
40963,1
40964,2
40965,3
40966,1
40967,1
40968,1
40969,1
40970,2
40971,1
40972,2
40973,3
40974,2
40975,1
40976,2
40977,1
40978,1
40979,1
40980,1
40981,1
40982,3
40983,1
40984,2
40985,3
40986,2
40987,1
40988,1
40989,1
40990,3
40991,3
40992,1
40993,1
40994,1
40995,1
40996,1
40997,1
40998,2
40999,2
41000,1
41001,1
41002,1
41003,2
41004,2
41005,3
41006,1
41007,3
41008,3
41009,3
41010,1
41011,3
41012,1
41013,1
41014,2
41015,1
41016,2
41017,1
41018,3
41019,3
41020,3
41021,2
41022,1
41023,1
41024,1
41025,1
41026,3
41027,1
41028,1
41029,1
41030,1
41031,1
41032,1
41033,1
41034,1
41035,3
41036,3
41037,3
41038,2
41039,3
41040,2
41041,2
41042,3
41043,3
41044,1
41045,1
41046,3
41047,1
41048,1
41049,3
41050,2
41051,1
41052,1
41053,2
41054,1
41055,1
41056,1
41057,1
41058,1
41059,1
41060,3
41061,2
41062,1
41063,1
41064,1
41065,1
41066,1
41067,1
41068,1
41069,3
41070,2
41071,3
41072,1
41073,1
41074,1
41075,1
41076,1
41077,2
41078,1
41079,1
41080,1
41081,2
41082,1
41083,1
41084,3
41085,3
41086,3
41087,1
41088,3
41089,2
41090,3
41091,3
41092,2
41093,3
41094,1
41095,2
41096,2
41097,1
41098,1
41099,1
41100,3
41101,1
41102,1
41103,2
41104,1
41105,1
41106,1
41107,1
41108,1
41109,1
41110,1
41111,1
41112,1
41113,1
41114,1
41115,3
41116,2
41117,2
41118,3
41119,1
41120,1
41121,1
41122,3
41123,1
41124,3
41125,1
41126,1
41127,1
41128,2
41129,1
41130,1
41131,2
41132,1
41133,3
41134,1
41135,1
41136,3
41137,1
41138,1
41139,2
41140,1
41141,3
41142,3
41143,2
41144,1
41145,1
41146,1
41147,2
41148,1
41149,1
41150,1
41151,2
41152,1
41153,2
41154,3
41155,2
41156,2
41157,1
41158,1
41159,1
41160,1
41161,1
41162,1
41163,1
41164,1
41165,1
41166,1
41167,1
41168,1
41169,1
41170,1
41171,1
41172,2
41173,3
41174,2
41175,1
41176,1
41177,1
41178,1
41179,1
41180,1
41181,1
41182,1
41183,1
41184,3
41185,2
41186,1
41187,1
41188,3
41189,2
41190,2
41191,1
41192,2
41193,3
41194,3
41195,3
41196,2
41197,3
41198,3
41199,3
41200,3
41201,3
41202,1
41203,1
41204,1
41205,1
41206,1
41207,1
41208,1
41209,1
41210,1
41211,1
41212,1
41213,1
41214,1
41215,1
41216,1
41217,1
41218,3
41219,3
41220,1
41221,2
41222,3
41223,3
41224,2
41225,2
41226,2
41227,1
41228,1
41229,1
41230,1
41231,1
41232,1
41233,1
41234,1
41235,1
41236,1
41237,1
41238,1
41239,1
41240,3
41241,1
41242,1
41243,3
41244,1
41245,1
41246,3
41247,2
41248,3
41249,3
41250,1
41251,1
41252,1
41253,3
41254,2
41255,1
41256,1
41257,1
41258,3
41259,1
41260,2
41261,1
41262,1
41263,1
41264,1
41265,1
41266,3
41267,1
41268,1
41269,1
41270,2
41271,1
41272,1
41273,1
41274,2
41275,3
41276,3
41277,1
41278,1
41279,1
41280,2
41281,2
41282,1
41283,1
41284,1
41285,1
41286,1
41287,1
41288,1
41289,1
41290,1
41291,1
41292,2
41293,3
41294,3
41295,1
41296,2
41297,1
41298,1
41299,1
41300,1
41301,3
41302,2
41303,3
41304,1
41305,3
41306,1
41307,1
41308,1
41309,1
41310,1
41311,1
41312,3
41313,3
41314,1
41315,3
41316,1
41317,1
41318,1
41319,1
41320,1
41321,3
41322,3
41323,3
41324,2
41325,1
41326,1
41327,1
41328,1
41329,1
41330,1
41331,2
41332,1
41333,1
41334,1
41335,1
41336,1
41337,2
41338,3
41339,3
41340,3
41341,1
41342,1
41343,1
41344,3
41345,3
41346,1
41347,2
41348,1
41349,1
41350,1
41351,1
41352,1
41353,1
41354,3
41355,1
41356,2
41357,1
41358,1
41359,1
41360,1
41361,1
41362,1
41363,2
41364,1
41365,1
41366,1
41367,3
41368,1
41369,1
41370,1
41371,1
41372,2
41373,3
41374,2
41375,1
41376,1
41377,1
41378,1
41379,1
41380,2
41381,1
41382,1
41383,2
41384,3
41385,3
41386,1
41387,2
41388,1
41389,1
41390,1
41391,1
41392,3
41393,3
41394,2
41395,1
41396,1
41397,2
41398,1
41399,1
41400,3
41401,1
41402,3
41403,1
41404,3
41405,2
41406,3
41407,1
41408,1
41409,3
41410,1
41411,1
41412,1
41413,1
41414,1
